🔒 Row ID,Permit #,Permit Type,Permit Description,Project #,Permit Target Date,Permit Submittal Date,Permit Agency Comments 1 Date,Permit Resubmittal 1 Date,Permit Agency Comments 2 Date,Permit Resubmittal 2 Date,Permit Approval Date,Permit Expiration Date,Notes,TargetAlerts/Removal Flag,SubmittalAlerts/Removal Flag,SubmittalAlertsOLD/Submittal Alert Sent Date,AgencyCommentsAlerts/Comments 1 Removal Flag,AgencyCommentsAlerts/Comments 2 Removal Flag,AgencyCommentsAlertsOLD/Agency Comments 1a Sent Date,AgencyCommentsAlertsOLD/Agency Comments 1b Sent Date,AgencyCommentsAlertsOLD/Agency Comments 2a Sent Date,AgencyCommentsAlertsOLD/Agency Comments 2b Sent Date,ExpirationAlerts/Removal Flag,ExpirationAlertsOLD/Expiration Alert Sent Date,RecMetadataPermit/Date Created,RecMetadataPermit/Created By Email,RecMetadataPermit/Date Last Updated,RecMetadataPermit/Last Updated By Email
IPak.3DtTzmDG47WXA0z7g,DRC-24-005,Site Development Permit,Final,20230701,,2024-01-11T00:00:00.000Z,2024-03-01T00:00:00.000Z,,,,2024-10-24T00:00:00.000Z,,,,,2024-02-25T00:00:00.000Z,,,2024-03-22T00:00:00.000Z,2024-04-15T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
IZEKCcwlTUqsrYNUStVwnw,DRC-24-202,Site Development Permit,Final,20230701,,2024-10-29T00:00:00.000Z,,2025-01-13T00:00:00.000Z,,,2025-01-25T00:00:00.000Z,,,,,2024-12-13T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
a-hDDmtuQREiPl6TtciH2Xw,DRC-25-089-withdrawn,Site Development Permit,Final,20230701,,2025-05-13T00:00:00.000Z,,,,,,,,,Alert Removed,2025-06-27T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
V4I61cyDQc6RtAN.tze9WA,DRC-23-00198,Site Development Permit,Prelim,20230701,,2023-10-18T00:00:00.000Z,2023-11-06T00:00:00.000Z,2023-11-09T00:00:00.000Z,,,2023-11-26T00:00:00.000Z,,,,,2023-12-02T00:00:00.000Z,,,2023-11-27T00:00:00.000Z,2023-12-21T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
SxSptP5ATp6dz7FkqhdlHw,SWP-23-00085,Stormwater Permit,,20230701,,2023-11-28T00:00:00.000Z,2023-12-11T00:00:00.000Z,,,,2023-12-19T00:00:00.000Z,,,,,2024-01-12T00:00:00.000Z,,,2024-01-01T00:00:00.000Z,2024-01-25T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
QSVAyMm6SLyBXyCrMSpaKw,23-1055,Utility - New Project,,20230701,,2023-10-23T00:00:00.000Z,2023-11-08T00:00:00.000Z,,,,2023-12-04T00:00:00.000Z,,,,,2023-12-07T00:00:00.000Z,,,2023-11-29T00:00:00.000Z,2023-12-23T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
DmrNWMrbRVOnY.0hpgcE-A,2024-C-192-00020,FDOT General Permit,Construction Agreement,20230704,,2024-09-18T00:00:00.000Z,,,,,,,,,Alert Removed,2024-11-02T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-01-07T18:32:33.341Z,Sharon@qainc.net
khnhl58KQQWhrElEWwmSdw,ADD2024-00225,Variance,,20230704,,2024-12-10T00:00:00.000Z,2025-01-09T00:00:00.000Z,2026-04-14T00:00:00.000Z,2026-01-29T00:00:00.000Z,,,,,,,2025-01-24T00:00:00.000Z,,,2025-05-27T00:00:00.000Z,2025-06-20T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-01-29T20:40:55.367Z,Shelly@qainc.net
6NZSGCCNSryGSlN6uBj7sQ,2024-D-192-00053,FDOT Drainage Permit,,20230704,,2024-09-16T00:00:00.000Z,2024-11-01T00:00:00.000Z,2024-12-13T00:00:00.000Z,2025-01-24T00:00:00.000Z,2026-02-26T00:00:00.000Z,,,,,,2024-10-31T00:00:00.000Z,,Alert Removed,2025-05-15T00:00:00.000Z,2025-06-08T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-02-26T13:51:47.430Z,Shelly@qainc.net
o40KGxXCR9KOXymMrYXtdg,24-085,Utility Permitting,FGUA,20230704,,2024-09-30T00:00:00.000Z,,,,,2024-10-31T00:00:00.000Z,,,,,2024-11-14T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
zQEaZtjHS0aGA9uMiuIgdQ,,LAMSID Drainage Permit,,20230704,,,,2024-11-04T00:00:00.000Z,,,2025-01-01T00:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
bNdqnn1wR6e3CAu8u.J.dQ,,SFWMD 10/2,,20230704,,,,,,,2024-08-20T00:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
DETqkKzpQJWdA9mslim9Fw,241002-46396/36-111807-W,SFWMD Water Use Permitting,,20230704,,2024-10-10T00:00:00.000Z,,,,,2024-10-18T00:00:00.000Z,2044-10-18T00:00:00.000Z,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-01-07T18:39:13.348Z,Sharon@qainc.net
7nyLx20XSMChtVSlrHGP3w,DOS2024-00147,Site Development Permit,,20230704,,2024-10-18T00:00:00.000Z,2025-01-09T00:00:00.000Z,2025-02-27T00:00:00.000Z,2025-04-22T00:00:00.000Z,2026-02-05T00:00:00.000Z,,,,,,2024-12-02T00:00:00.000Z,,Alert Removed,2025-05-13T00:00:00.000Z,2025-06-06T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-02-05T12:30:31.985Z,Shelly@qainc.net
54ISgPYeSDCtih9JhQgtKA,SEZ2024-00010,Special Exception,,20230704,,2024-08-20T00:00:00.000Z,2025-01-08T00:00:00.000Z,,,,2025-02-10T00:00:00.000Z,,,,,2024-10-04T00:00:00.000Z,,,2025-01-29T00:00:00.000Z,2025-02-22T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
lGGBbHezRz-NMZslXW.LTQ,VAC2024-00029,Vacation Permitting,,20230704,,2024-12-10T00:00:00.000Z,2025-02-07T00:00:00.000Z,2025-02-10T00:00:00.000Z,,,2025-04-09T00:00:00.000Z,,,,,2025-01-24T00:00:00.000Z,,,2025-02-28T00:00:00.000Z,2025-03-24T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-01-07T18:13:23.325Z,Sharon@qainc.net
2fbmpdR9TPmHAS4f89SYOQ,,DEP Water,,20230707,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
fg0GcVKgSrSJAgCwbClMXg,,FPL Permitting,,20230707,,2023-11-20T00:00:00.000Z,2025-06-09T00:00:00.000Z,,,,,,,,,2024-01-04T00:00:00.000Z,Alert Removed,,2025-06-30T00:00:00.000Z,2025-07-24T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
jidiOuy-SlOEipf8boTRBw,,Notice of Intent (NOI),,20230707,,2024-01-24T00:00:00.000Z,,,,,2024-01-24T00:00:00.000Z,,,,,2024-03-09T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
7ZxQiJbnQs6jEHbJU3w-HA,231026-41007/36-109908-P,SFWMD Water Management Permitting,,20230707,,2023-10-26T00:00:00.000Z,2023-11-20T00:00:00.000Z,2023-11-21T00:00:00.000Z,,,2024-01-18T00:00:00.000Z,,,,,2023-12-10T00:00:00.000Z,,,2023-12-11T00:00:00.000Z,2024-01-04T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
KnJGhnClT5SUmqzK81ytaQ,231122-41389/36-10176-W,SFWMD Water Use Permitting,,20230707,,2023-11-22T00:00:00.000Z,,,,,2023-12-04T00:00:00.000Z,,,,,2024-01-06T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
20NH0luyTGurqbNtP2KSSQ,SITC-036733-2023,Site Development Permit,,20230707,,2023-10-26T00:00:00.000Z,2023-12-27T00:00:00.000Z,,,,2024-01-03T00:00:00.000Z,,,,,2023-12-10T00:00:00.000Z,,,2024-01-17T00:00:00.000Z,2024-02-10T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
ZnaeJnc2Q-KstcAl6y.7tQ,SITC-036733-2023,Site Development Permit,,20230707,,2024-10-18T00:00:00.000Z,,,,,2024-11-13T00:00:00.000Z,,,,,2024-12-02T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
e7U6AlLKRre.Jh5DhqGHWA,SITC-036733-2023,Site Development Permit,,20230707,,2024-11-19T00:00:00.000Z,2024-12-03T00:00:00.000Z,2025-01-06T17:00:00.000Z,,,2025-01-17T00:00:00.000Z,,,,,2025-01-03T00:00:00.000Z,,,2024-12-24T00:00:00.000Z,2025-01-17T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
VJRnmSgvTqKpw5hGmI0bJw,,SFWMD Water Management Permitting,,20230801,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
C7Ee.iPARBKEw9l9enzI9w,,Site Development Permit,,20230801,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
1bXezXHSTT2WwjQlTpvs1g,48064-188-DWC/CL,DEP Sewer,,20230802,,2025-07-01T00:00:00.000Z,,,,,2025-08-07T00:00:00.000Z,,,,,2025-08-15T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
5YNV5Mv9SuSZpHmH7WLnRQ,226980-129-DSGP/02,DEP Water,,20230802,,2025-07-01T00:00:00.000Z,,,,,2025-08-07T00:00:00.000Z,,,,,2025-08-15T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
TridJqkJQ-qoQ0DD.Y5ACA,24-017LED,Utility Permitting,FGUA,20230802,,2024-03-22T00:00:00.000Z,2024-12-02T00:00:00.000Z,2025-03-19T00:00:00.000Z,,,2025-06-16T00:00:00.000Z,,,,,2024-05-06T00:00:00.000Z,,,2024-12-23T00:00:00.000Z,2025-01-16T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
oJbfnXG5TOWqNHlwEI4-2w,,LAMSID Drainage Permit,,20230802,,2025-02-24T00:00:00.000Z,,,,,2025-04-22T00:00:00.000Z,,,,,2025-04-10T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
a.i.NvNm8SUOmK-fSDbxCqw,,Notice of Intent (NOI),,20230802,,2025-02-18T00:00:00.000Z,,,,,2025-02-18T00:00:00.000Z,,,,,2025-04-04T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
76oBJjK7Sz-8ddX1tTVz1Q,240319-42909/36-110651-P,SFWMD Water Management Permitting,,20230802,,2024-03-19T00:00:00.000Z,,2024-11-25T00:00:00.000Z,,,2025-01-27T00:00:00.000Z,,,,,2024-05-03T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
dwwfJK4BS22644uH91JdlA,288078/36-10252-W,SFWMD Water Use Permitting,,20230802,,2024-03-21T16:00:00.000Z,,,,,2024-03-26T16:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
dsAOBiPeQk224Nq7bMcMkw,DOS2024-00024,Site Development Permit,,20230802,,2024-02-16T00:00:00.000Z,,2025-02-26T00:00:00.000Z,,,2025-05-01T00:00:00.000Z,,,,,2024-04-01T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
GqOgkKCGQeq4toPZnKXDcw,SUR2024-00145,Surety Bonding,,20230802,,2024-10-22T00:00:00.000Z,,,,,,,,,Alert Removed,2024-12-06T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
a.Z8eBFn4RX63SOlE2WwPDA,2024-A-194-00021,FDOT Access Permitting,,20230902,,2024-04-15T00:00:00.000Z,2024-09-23T00:00:00.000Z,2024-10-29T00:00:00.000Z,,,2024-10-31T00:00:00.000Z,,,,,2024-05-30T00:00:00.000Z,,,2024-10-14T00:00:00.000Z,2024-11-07T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
EJbq1MZCTlKuNNXZCkMpNQ,2024-D-194-00020,FDOT Drainage Permit,,20230902,,2024-04-15T00:00:00.000Z,2024-09-23T00:00:00.000Z,2024-10-29T00:00:00.000Z,,,2024-10-31T00:00:00.000Z,,,,,2024-05-30T00:00:00.000Z,,,2024-10-14T00:00:00.000Z,2024-11-07T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
Oa3s7Ir-TyOXDbn7mtvMnw," 908180
24TMP-035243",SFWMD Water Use Permitting,,20230902,,2024-12-16T00:00:00.000Z,2024-12-19T00:00:00.000Z,2025-06-25T00:00:00.000Z,,,2025-07-05T16:00:00.000Z,,,,,2025-01-30T00:00:00.000Z,,,2025-01-09T00:00:00.000Z,2025-02-02T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
QKicGKbmRoyQBEffJH1F-w,PLN2405-0085.MOD01,Site Development Minor Change,,20230902,,2025-06-03T00:00:00.000Z,2025-07-22T00:00:00.000Z,,,,,,,,,2025-07-18T00:00:00.000Z,,,2025-08-12T00:00:00.000Z,2025-09-05T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
KEEr0hr9SdGmf-i0Tquoug,"PLN2405-0085
24TMP-035243",Site Development Permit,,20230902,,2024-05-16T00:00:00.000Z,,2024-11-04T00:00:00.000Z,,,2024-12-12T00:00:00.000Z,,,,,2024-06-30T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
Mtg0tbvTSXW275UFYZ2sgw,SUR2024-00067,Surety Bonding,,20230902,,2024-06-06T00:00:00.000Z,,,,,,,,,Alert Removed,2024-07-21T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
BAXliM6wQJ6mMlj2s6YvjA,PRUT2403906,Miscellaneous Permitting,,20231001,,2024-07-01T00:00:00.000Z,,2024-11-25T00:00:00.000Z,,,,,,,Alert Removed,2024-08-15T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
ErDw6wF2RCqN69xfvlcevA,240319-42926/11-110655-P,SFWMD Water Management Permitting,,20231001,,,2024-08-05T00:00:00.000Z,2024-08-29T00:00:00.000Z,,,2024-10-29T00:00:00.000Z,,,,,,,,2024-08-26T00:00:00.000Z,2024-09-19T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
6dZ9ucfqSzmgy40Pv3T4JA,250206-49880/11-110655-P,SFWMD Minor Modification,,20231001,,2025-02-06T00:00:00.000Z,2025-02-25T00:00:00.000Z,2025-04-30T00:00:00.000Z,,,2025-06-23T00:00:00.000Z,,,,,2025-03-23T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-12-08T22:23:07.713Z,Sharon@qainc.net
KSK.6-SbTmWIlWjdJnCs8Q,N/A - Potable,SFWMD Water Use Permitting,,20231001,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
aJPAhlp7SY6Iq4eDokGThw,PL20250009519,Site Development Minor Change,,20231001,,2025-08-21T00:00:00.000Z,2025-09-16T16:00:00.000Z,2025-09-17T16:00:00.000Z,,,2025-10-01T16:00:00.000Z,,,,,2025-10-05T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
3Y89RGdwQBK.uOTDKBvv.Q,PL20230015697,Site Development Permit,,20231001,,2024-03-12T00:00:00.000Z,2024-07-31T00:00:00.000Z,2024-09-04T00:00:00.000Z,,,2024-10-11T00:00:00.000Z,,,,,2024-04-26T00:00:00.000Z,,,2024-08-21T00:00:00.000Z,2024-09-14T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
G3YprcDtQT2WxirMmrGYcQ,PL20250000704,Site Development Permit,,20231001,,2025-01-21T00:00:00.000Z,2025-02-11T00:00:00.000Z,2025-02-19T00:00:00.000Z,,,2025-03-04T00:00:00.000Z,,,,,2025-03-07T00:00:00.000Z,,,2025-03-04T00:00:00.000Z,2025-03-28T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
7Ngv-beBQ8-nZEA2OFaiYw,,Building Permitting,,20231004S,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
KHGi-95eSPa3CiHPrOhH1Q,250624-54237,SFWMD Drainage Permitting,,20231004S,,2025-06-24T00:00:00.000Z,2025-07-25T00:00:00.000Z,2025-09-17T16:00:00.000Z,,,2025-12-16T00:00:00.000Z,2030-12-16T00:00:00.000Z,,,,2025-08-08T00:00:00.000Z,,,2025-08-15T00:00:00.000Z,2025-09-08T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-12-16T21:24:21.564Z,Shelly@qainc.net
Amg91W-eSEuhhwCAxrX6Vw,SDP24-000070,Site Development Permit,,20231004S,,2024-12-16T17:00:00.000Z,2025-08-06T16:00:00.000Z,2025-11-06T17:00:00.000Z,2025-12-31T00:00:00.000Z,2026-01-29T00:00:00.000Z,2026-03-03T00:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-03-03T20:29:27.051Z,Shelly@qainc.net
TXX3uSMSTTyOfuO7KY-fvg,ADV24-0221,Administrative Deviation,,20231101,,2024-02-15T00:00:00.000Z,2024-02-21T17:00:00.000Z,,,,,,,,,2024-03-31T00:00:00.000Z,Alert Removed,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
ZpobCZRQQ66iB6wW04.iHQ,ADV24-0229,Administrative Deviation,,20231101,,2024-03-14T00:00:00.000Z,,,,,2024-04-03T00:00:00.000Z,,,,,2024-04-28T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
TV7Oh6zMT1i.F2cEwisE2g,47040-339DWC,DEP Sewer,,20231101,,2024-04-22T00:00:00.000Z,,,,,2024-05-22T00:00:00.000Z,,,,,2024-06-06T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
o0jcuk02RZyht-LwqwDVug,,DEP Water,,20231101,,2024-04-22T00:00:00.000Z,,,,,2024-06-05T00:00:00.000Z,,,,,2024-06-06T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
vXyC-FsWTduVsEBEobCrxw,LOT24-0180,Lot Combo,,20231101,,2024-01-10T00:00:00.000Z,,,,,2024-01-29T00:00:00.000Z,,,,,2024-02-24T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
3ecaBqWrQw2dS0ESUTKJZg,231221-41765/36-110371-P,SFWMD Water Management Permitting,,20231101,,2023-12-21T00:00:00.000Z,,2024-05-16T00:00:00.000Z,,,2024-07-19T00:00:00.000Z,,,,,2024-02-04T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
pgpsoMxHSAq-ytH2RrnrMA,240122-42077/36-10209-W,SFWMD Water Use Permitting,,20231101,,2024-01-22T17:00:00.000Z,,,,,2024-01-29T17:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
dpGFkQP2TE-6BOpaWu4oyw,SITC-038958-2024,Site Development Permit,,20231101,,2024-01-10T00:00:00.000Z,,2024-03-19T00:00:00.000Z,,,2024-04-03T00:00:00.000Z,,,,,2024-02-24T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
ethKCoohSea8tkiVkFQ4gA,ADV24-0235,Administrative Deviation,,20231102,,2024-04-10T00:00:00.000Z,2024-04-30T00:00:00.000Z,2024-05-29T00:00:00.000Z,,,2024-06-11T00:00:00.000Z,,,,,2024-05-25T00:00:00.000Z,,,2024-05-21T00:00:00.000Z,2024-06-14T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
iYjsErRjQbG7Efe75Y47mg,,Building Permitting,,20231102,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
I0KglrnLTkSsoaizV3fGXg,047040-355,DEP Sewer,,20231102,,2024-11-26T00:00:00.000Z,,,,,2025-01-22T00:00:00.000Z,,,,,2025-01-10T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
oI0yxFHBQVeT8ZCz2ZinFg,240213-42386/36-110428-P,SFWMD Water Management Permitting,,20231102,,2024-02-13T00:00:00.000Z,2024-11-18T00:00:00.000Z,2025-01-15T00:00:00.000Z,,,2025-05-20T00:00:00.000Z,,,,,2024-03-29T00:00:00.000Z,,,2024-12-09T00:00:00.000Z,2025-01-02T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
i7pFS2f4R265nleE2D1PUQ,240312-42817/36-10244-W,SFWMD Water Use Permitting,,20231102,,2024-03-12T16:00:00.000Z,,,,,2024-03-14T16:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
PMin23YLSBSy2icIH9Z9nw,SITC-039407-2024,Site Development Permit,,20231102,,2024-01-26T00:00:00.000Z,,2024-09-20T00:00:00.000Z,,,2025-11-20T17:00:00.000Z,,,,,2024-03-11T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
Ka-KtrjsQcCcP23hYBJgEA,ADD2024-00064,Administrative Deviation,,20231103,,2024-04-03T00:00:00.000Z,2024-10-24T00:00:00.000Z,,,,,,,,,2024-05-18T00:00:00.000Z,Alert Removed,,2024-11-14T00:00:00.000Z,2024-12-08T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
46sMt4fzR8yOhHTEV9qWTw,,Limited Review Development Order,,20231107,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
7hseI3LyRqSNCcxEg1bWnw,ADD2024-00186,Administrative Deviation,,20231108,,2024-09-30T00:00:00.000Z,2024-12-05T00:00:00.000Z,2025-01-15T00:00:00.000Z,,,2025-04-04T00:00:00.000Z,,,,,2024-11-14T00:00:00.000Z,,,2024-12-26T00:00:00.000Z,2025-01-19T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
xSuLw4V3RkSuSQBukpA3NQ,,SFWMD 10/2,,20231108,,,,,,,2025-08-13T00:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
I8NKhYLTSrSs2FFJEdWljg,DOS2024-00071,Site Development Permit,,20231108,,2024-05-17T00:00:00.000Z,2024-11-26T00:00:00.000Z,2025-04-11T00:00:00.000Z,,,2025-07-21T00:00:00.000Z,,,,,2024-07-01T00:00:00.000Z,,,2024-12-17T00:00:00.000Z,2025-01-10T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
EdvWUSARTeeFZAM9YvxR5A,SUR2025-00084,Surety Bonding,,20231108,,2025-08-14T00:00:00.000Z,,,,,2025-08-25T16:00:00.000Z,,,,,2025-09-28T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
y6BXJ1hrRDeVPZl09mq2Bg,ADD2025-00092,Administrative Zoning Amendment,,20231109,,2025-04-30T00:00:00.000Z,2025-05-30T00:00:00.000Z,2025-06-19T00:00:00.000Z,,,2025-08-12T00:00:00.000Z,,,,,2025-06-14T00:00:00.000Z,,,2025-06-20T00:00:00.000Z,2025-07-14T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
RGI8Zcq.SVavuHmFQfYfXg,,SFWMD 10/2,,20231109,,,,,,,2025-08-13T00:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
